country_code,year,metric_code,group,standard,score_wrt_immediate_duty,score_wrt_global_best,average_immediate_duty_wrt_global_best,,,
BRN,2011,Food,Male,Core,46.6552,46.6552,100.0000,,,
BRN,2012,Education,All,Core,76.4102,76.4102,100.0000,,,
BRN,2012,Food,All,Core,53.2965,53.2965,100.0000,,,
BRN,2012,Health,All,HiY,74.0427,73.3173,99.5915,,,
BRN,2012,Housing,All,Core,92.6732,92.6732,100.0000,,,
BRN,2012,Food,Female,Core,60.1966,60.1966,100.0000,,,
BRN,2012,Food,Male,Core,46.6552,46.6552,100.0000,,,
BRN,2013,Education,All,Core,76.8479,76.8479,100.0000,,,
BRN,2013,Food,All,Core,53.2965,53.2965,100.0000,,,
BRN,2013,Health,All,HiY,74.7024,73.9568,99.5770,,,
BRN,2013,Housing,All,Core,92.7950,92.7950,100.0000,,,
BRN,2013,Food,Female,Core,60.1966,60.1966,100.0000,,,
BRN,2013,Food,Male,Core,46.6552,46.6552,100.0000,,,
BRN,2014,Education,All,Core,72.2155,72.2155,100.0000,,,
BRN,2014,Food,All,Core,53.2965,53.2965,100.0000,,,
BRN,2014,Health,All,HiY,75.8600,75.0865,99.5603,,,
BRN,2014,Housing,All,Core,92.9268,92.9268,100.0000,,,
BRN,2014,Food,Female,Core,60.1966,60.1966,100.0000,,,
BRN,2014,Food,Male,Core,46.6552,46.6552,100.0000,,,
BRN,2015,Education,All,Core,70.5222,70.5222,100.0000,,,
BRN,2015,Food,All,Core,53.2965,53.2965,100.0000,,,
BRN,2015,Health,All,HiY,77.3844,76.5864,99.5531,,,
BRN,2015,Housing,All,Core,92.9835,92.9835,100.0000,,,
BRN,2015,Food,Female,Core,60.1966,60.1966,100.0000,,,
BRN,2015,Food,Male,Core,46.6552,46.6552,100.0000,,,
BRN,2016,Education,All,Core,72.5814,72.5814,100.0000,,,
BRN,2016,Food,All,Core,53.2965,53.2965,100.0000,,,
BRN,2016,Health,All,HiY,77.5799,76.7688,99.5423,,,
BRN,2016,Housing,All,Core,92.9835,92.9835,100.0000,,,
BRN,2016,Food,Female,Core,60.1966,60.1966,100.0000,,,
BRN,2016,Food,Male,Core,46.6552,46.6552,100.0000,,,
BRN,2017,Education,All,Core,72.2890,72.2890,100.0000,,,
BRN,2017,Food,All,Core,53.2965,53.2965,100.0000,,,
BRN,2017,Health,All,HiY,77.6327,76.8216,99.5429,,,
BRN,2017,Housing,All,Core,92.9835,92.9835,100.0000,,,
BRN,2017,Food,Female,Core,60.1966,60.1966,100.0000,,,
BRN,2017,Food,Male,Core,46.6552,46.6552,100.0000,,,
BRN,2018,Education,All,HiY,52.1453,51.3551,97.7995,,,
BRN,2018,Education,All,Core,70.6181,70.6181,100.0000,,,
BRN,2018,Food,All,Core,53.2965,53.2965,100.0000,,,
BRN,2018,Health,All,HiY,74.5989,73.8177,99.5399,,,
BRN,2018,Housing,All,Core,92.9835,92.9835,100.0000,,,
BRN,2018,PISA_Average,All,HiY,30.6996,29.1192,95.5990,,,
BRN,2018,Education,Female,HiY,54.1861,53.3851,97.7995,,,
BRN,2018,Food,Female,Core,60.1966,60.1966,100.0000,,,
BRN,2018,PISA_Average,Female,HiY,32.7618,31.1597,95.5990,,,
BRN,2018,Education,Male,HiY,50.6980,49.9185,97.7995,,,
BRN,2018,Food,Male,Core,46.6552,46.6552,100.0000,,,
BRN,2018,PISA_Average,Male,HiY,29.6820,28.1230,95.5990,,,
BRN,2019,Education,All,HiY,52.1453,51.3551,97.7995,,,
BRN,2019,Education,All,Core,70.6181,70.6181,100.0000,,,
BRN,2019,Food,All,Core,53.2965,53.2965,100.0000,,,
BRN,2019,Health,All,HiY,74.5176,73.7451,99.5482,,,
BRN,2019,Housing,All,Core,92.9835,92.9835,100.0000,,,
BRN,2019,PISA_Average,All,HiY,30.6996,29.1192,95.5990,,,
BRN,2019,Education,Female,HiY,54.1861,53.3851,97.7995,,,
BRN,2019,Food,Female,Core,60.1966,60.1966,100.0000,,,
BRN,2019,PISA_Average,Female,HiY,32.7618,31.1597,95.5990,,,
BRN,2019,Education,Male,HiY,50.6980,49.9185,97.7995,,,
BRN,2019,Food,Male,Core,46.6552,46.6552,100.0000,,,
BRN,2019,PISA_Average,Male,HiY,29.6820,28.1230,95.5990,,,
BTN,2007,Education,All,Core,49.8957,48.0427,95.4255,,,
BTN,2007,Food,All,Core,39.5279,36.6806,92.7968,,,
BTN,2007,Health,All,Core,70.0535,66.2704,93.8613,,,
BTN,2007,Housing,All,Core,65.6408,64.1121,98.0680,,,
BTN,2007,QoL,All,Core,59.5973,56.9012,95.0783,,,
BTN,2007,Work,All,Core,72.8687,69.4000,95.2398,,,
BTN,2007,Education,Female,Core,50.8578,48.9446,95.4255,,,
BTN,2007,Food,Female,Core,45.9906,42.6778,92.7968,,,
BTN,2007,Education,Male,Core,48.9690,47.1739,95.4255,,,
BTN,2007,Food,Male,Core,32.9148,30.5439,92.7968,,,
BTN,2008,Education,All,Core,56.1732,54.5136,96.4970,,,
BTN,2008,Food,All,Core,56.0881,54.5328,97.2269,,,
BTN,2008,Health,All,Core,70.4667,66.7491,93.9609,,,
BTN,2008,Housing,All,Core,66.6246,65.2503,98.2823,,,
BTN,2008,QoL,All,Core,64.4443,62.0892,96.2414,,,
BTN,2008,Work,All,Core,72.8687,69.4000,95.2398,,,
BTN,2008,Education,Female,Core,57.4832,55.7926,96.4970,,,
BTN,2008,Food,Female,Core,60.6785,58.9958,97.2269,,,
BTN,2008,Education,Male,Core,54.9182,53.2883,96.4970,,,
BTN,2008,Food,Male,Core,51.9282,50.4881,97.2269,,,
BTN,2009,Education,All,Core,60.3857,58.8009,96.7664,,,
BTN,2009,Food,All,Core,56.0881,54.5328,97.2269,,,
BTN,2009,Health,All,Core,70.8107,67.1976,94.1039,,,
BTN,2009,Housing,All,Core,67.3869,66.2487,98.5901,,,
BTN,2009,QoL,All,Core,65.5080,63.2360,96.3854,,,
BTN,2009,Work,All,Core,72.8687,69.4000,95.2398,,,
BTN,2009,Education,Female,Core,62.5791,60.9178,96.7664,,,
BTN,2009,Food,Female,Core,60.6785,58.9958,97.2269,,,
BTN,2009,Education,Male,Core,58.2819,56.7705,96.7664,,,
BTN,2009,Food,Male,Core,51.9282,50.4881,97.2269,,,
BTN,2010,Education,All,Core,63.5743,62.1042,97.2268,,,
BTN,2010,Food,All,Core,57.5797,56.4854,98.0994,,,
BTN,2010,Health,All,Core,83.5988,79.3907,94.9401,,,
BTN,2010,Housing,All,Core,67.5842,66.8675,99.1163,,,
BTN,2010,QoL,All,Core,69.0411,66.8496,96.9245,,,
BTN,2010,Work,All,Core,72.8687,69.4000,95.2398,,,
BTN,2010,Education,Female,Core,66.3710,64.8173,97.2268,,,
BTN,2010,Food,Female,Core,57.4376,56.3459,98.0994,,,
BTN,2010,Education,Male,Core,60.8923,59.5026,97.2268,,,
BTN,2010,Food,Male,Core,57.7219,56.6248,98.0994,,,
BTN,2011,Education,All,Core,65.3200,63.9603,97.4977,,,
BTN,2011,Food,All,Core,57.5797,56.4854,98.0994,,,
BTN,2011,Health,All,Core,83.8557,79.7499,95.0834,,,
BTN,2011,Housing,All,Core,68.2751,67.8054,99.4259,,,
BTN,2011,QoL,All,Core,69.5798,67.4802,97.0692,,,
BTN,2011,Work,All,Core,72.8687,69.4000,95.2398,,,
BTN,2011,Education,Female,Core,68.6191,67.1566,97.4977,,,
BTN,2011,Food,Female,Core,57.4376,56.3459,98.0994,,,
BTN,2011,Education,Male,Core,62.1580,60.8969,97.4977,,,
BTN,2011,Food,Male,Core,57.7219,56.6248,98.0994,,,
BTN,2012,Education,All,Core,69.0499,67.6902,97.6471,,,
BTN,2012,Food,All,Core,57.5797,56.4854,98.0994,,,
BTN,2012,Health,All,Core,84.1122,80.0502,95.1623,,,
BTN,2012,Housing,All,Core,69.3118,68.9779,99.5967,,,
BTN,2012,QoL,All,Core,73.2133,71.7007,97.9353,,,
BTN,2012,Work,All,Core,86.0127,85.3000,99.1714,,,
BTN,2012,Education,Female,Core,72.4114,70.9459,97.6471,,,
BTN,2012,Food,Female,Core,57.4376,56.3459,98.0994,,,
BTN,2012,Education,Male,Core,65.8239,64.5658,97.6471,,,
BTN,2012,Food,Male,Core,57.7219,56.6248,98.0994,,,
BTN,2013,Education,All,Core,68.8225,67.4076,97.6805,,,
BTN,2013,Food,All,Core,57.5797,56.4854,98.0994,,,
BTN,2013,Health,All,Core,84.4696,80.4082,95.1799,,,
BTN,2013,Housing,All,Core,70.6975,70.3909,99.6349,,,
BTN,2013,QoL,All,Core,73.5164,71.9984,97.9532,,,
BTN,2013,Work,All,Core,86.0127,85.3000,99.1714,,,
BTN,2013,Education,Female,Core,71.9910,70.4700,97.6805,,,
BTN,2013,Food,Female,Core,57.4376,56.3459,98.0994,,,
BTN,2013,Education,Male,Core,65.7743,64.4616,97.6805,,,
BTN,2013,Food,Male,Core,57.7219,56.6248,98.0994,,,
BTN,2014,Education,All,Core,70.5811,69.1903,97.8443,,,
BTN,2014,Food,All,Core,57.5797,56.4854,98.0994,,,
BTN,2014,Health,All,Core,84.6867,80.6762,95.2664,,,
BTN,2014,Housing,All,Core,71.6786,71.5275,99.8220,,,
BTN,2014,QoL,All,Core,74.1078,72.6359,98.0407,,,
BTN,2014,Work,All,Core,86.0127,85.3000,99.1714,,,
BTN,2014,Education,Female,Core,73.6802,72.1937,97.8443,,,
BTN,2014,Food,Female,Core,57.4376,56.3459,98.0994,,,
BTN,2014,Education,Male,Core,67.5926,66.2941,97.8443,,,
BTN,2014,Food,Male,Core,57.7219,56.6248,98.0994,,,
BTN,2015,Education,All,Core,70.8283,69.5217,98.0299,,,
BTN,2015,Food,All,Core,57.5797,56.4854,98.0994,,,
BTN,2015,Health,All,Core,84.8854,80.9348,95.3642,,,
BTN,2015,Housing,All,Core,72.5807,72.5807,100.0000,,,
BTN,2015,QoL,All,Core,74.3774,72.9645,98.1330,,,
BTN,2015,Work,All,Core,86.0127,85.3000,99.1714,,,
BTN,2015,Education,Female,Core,73.9574,72.5645,98.0299,,,
BTN,2015,Food,Female,Core,57.4376,56.3459,98.0994,,,
BTN,2015,Education,Male,Core,67.8073,66.5843,98.0299,,,
BTN,2015,Food,Male,Core,57.7219,56.6248,98.0994,,,
BTN,2016,Education,All,Core,70.1213,68.9521,98.2518,,,
BTN,2016,Food,All,Core,57.5797,56.4854,98.0994,,,
BTN,2016,Health,All,Core,85.0283,81.1532,95.4812,,,
BTN,2016,Housing,All,Core,73.2972,73.2972,100.0000,,,
BTN,2016,QoL,All,Core,74.4079,73.0376,98.2007,,,
BTN,2016,Work,All,Core,86.0127,85.3000,99.1714,,,
BTN,2016,Education,Female,Core,73.4008,72.1368,98.2518,,,
BTN,2016,Food,Female,Core,57.4376,56.3459,98.0994,,,
BTN,2016,Education,Male,Core,66.9665,65.8886,98.2518,,,
BTN,2016,Food,Male,Core,57.7219,56.6248,98.0994,,,
BTN,2017,Education,All,Core,71.0574,69.9194,98.3589,,,
BTN,2017,Food,All,Core,57.5797,56.4854,98.0994,,,
BTN,2017,Health,All,Core,85.2622,81.4197,95.5375,,,
BTN,2017,Housing,All,Core,74.3071,74.3071,100.0000,,,
BTN,2017,QoL,All,Core,75.0494,73.8344,98.3992,,,
BTN,2017,Work,All,Core,87.0404,87.0404,100.0000,,,
BTN,2017,Education,Female,Core,74.2528,73.0171,98.3589,,,
BTN,2017,Food,Female,Core,57.4376,56.3459,98.0994,,,
BTN,2017,Education,Male,Core,67.9921,66.9478,98.3589,,,
BTN,2017,Food,Male,Core,57.7219,56.6248,98.0994,,,
BTN,2018,Education,All,Core,73.1257,71.9772,98.4159,,,
BTN,2018,Food,All,Core,57.5797,56.4854,98.0994,,,
BTN,2018,Health,All,Core,85.5128,81.6844,95.5675,,,
BTN,2018,Housing,All,Core,75.0346,75.0346,100.0000,,,
BTN,2018,QoL,All,Core,75.6586,74.4444,98.4166,,,
BTN,2018,Work,All,Core,87.0404,87.0404,100.0000,,,
BTN,2018,Education,Female,Core,76.9220,75.6697,98.4159,,,
BTN,2018,Food,Female,Core,57.4376,56.3459,98.0994,,,
BTN,2018,Education,Male,Core,69.4821,68.4333,98.4159,,,
BTN,2018,Food,Male,Core,57.7219,56.6248,98.0994,,,
BTN,2019,Education,All,Core,73.1257,71.9772,98.4159,,,
BTN,2019,Food,All,Core,57.5797,56.4854,98.0994,,,
BTN,2019,Health,All,Core,85.6657,81.8830,95.6381,,,
BTN,2019,Housing,All,Core,75.4964,75.4964,100.0000,,,
BTN,2019,QoL,All,Core,75.7816,74.5765,98.4307,,,
BTN,2019,Work,All,Core,87.0404,87.0404,100.0000,,,
BTN,2019,Education,Female,Core,76.9220,75.6697,98.4159,,,
BTN,2019,Food,Female,Core,57.4376,56.3459,98.0994,,,
BTN,2019,Education,Male,Core,69.4821,68.4333,98.4159,,,
BTN,2019,Food,Male,Core,57.7219,56.6248,98.0994,,,
BWA,2007,Education,All,Core,66.1810,65.1778,98.3765,,,
BWA,2007,Food,All,Core,62.8857,62.8857,100.0000,,,
BWA,2007,Health,All,HiY,63.7822,62.2932,97.8317,,,
BWA,2007,Health,All,Core,65.8214,63.7032,96.8191,,,
BWA,2007,Housing,All,Core,52.1812,52.1812,100.0000,,,
BWA,2007,QoL,All,Core,59.3043,58.6800,99.0391,,,
BWA,2007,Work,All,Core,49.4520,49.4520,100.0000,,,
BWA,2007,Education,Female,Core,69.3267,68.2570,98.3765,,,
BWA,2007,Food,Female,Core,66.5130,66.5130,100.0000,,,
BWA,2007,Education,Male,Core,63.0837,62.1468,98.3765,,,
BWA,2007,Food,Male,Core,59.1190,59.1190,100.0000,,,
BWA,2008,Education,All,Core,64.6099,63.6068,98.3765,,,
BWA,2008,Food,All,Core,62.8857,62.8857,100.0000,,,
BWA,2008,Health,All,HiY,64.8118,63.3346,97.9158,,,
BWA,2008,Health,All,Core,67.0086,64.8882,96.8734,,,
BWA,2008,Housing,All,Core,53.5747,53.5747,100.0000,,,
BWA,2008,QoL,All,Core,59.5062,58.8815,99.0500,,,
BWA,2008,Work,All,Core,49.4520,49.4520,100.0000,,,
BWA,2008,Education,Female,Core,67.8719,66.8022,98.3765,,,
BWA,2008,Food,Female,Core,66.5130,66.5130,100.0000,,,
BWA,2008,Education,Male,Core,61.4063,60.4694,98.3765,,,
BWA,2008,Food,Male,Core,59.1190,59.1190,100.0000,,,
BWA,2009,Education,All,Core,64.8287,63.8255,98.3765,,,
BWA,2009,Food,All,Core,62.8857,62.8857,100.0000,,,
BWA,2009,Health,All,HiY,67.0877,65.4531,97.6976,,,
BWA,2009,Health,All,Core,68.6431,66.4079,96.7323,,,
BWA,2009,Housing,All,Core,57.2194,57.2194,100.0000,,,
BWA,2009,QoL,All,Core,62.9500,62.3023,99.0218,,,
BWA,2009,Work,All,Core,61.1729,61.1729,100.0000,,,
BWA,2009,Education,Female,Core,67.7013,66.6315,98.3765,,,
BWA,2009,Food,Female,Core,66.5130,66.5130,100.0000,,,
BWA,2009,Education,Male,Core,61.9924,61.0555,98.3765,,,
BWA,2009,Food,Male,Core,59.1190,59.1190,100.0000,,,
BWA,2010,Education,All,Core,64.8287,63.8255,98.3765,,,
BWA,2010,Food,All,Core,62.8857,62.8857,100.0000,,,
BWA,2010,Health,All,HiY,67.8826,66.2957,97.8433,,,
BWA,2010,Health,All,Core,69.7335,67.5210,96.8265,,,
BWA,2010,Housing,All,Core,58.2537,58.2537,100.0000,,,
BWA,2010,QoL,All,Core,63.3749,62.7318,99.0406,,,
BWA,2010,Work,All,Core,61.1729,61.1729,100.0000,,,
BWA,2010,Education,Female,Core,67.7013,66.6315,98.3765,,,
BWA,2010,Food,Female,Core,66.5130,66.5130,100.0000,,,
BWA,2010,Education,Male,Core,61.9924,61.0555,98.3765,,,
BWA,2010,Food,Male,Core,59.1190,59.1190,100.0000,,,
BWA,2011,Education,All,Core,64.8287,63.8255,98.3765,,,
BWA,2011,Food,All,Core,62.8857,62.8857,100.0000,,,
BWA,2011,Health,All,HiY,68.5414,66.9830,97.9377,,,
BWA,2011,Health,All,Core,70.5664,68.3666,96.8876,,,
BWA,2011,Housing,All,Core,59.6575,59.6575,100.0000,,,
BWA,2011,QoL,All,Core,63.8223,63.1817,99.0528,,,
BWA,2011,Work,All,Core,61.1729,61.1729,100.0000,,,
BWA,2011,Education,Female,Core,67.7013,66.6315,98.3765,,,
BWA,2011,Food,Female,Core,66.5130,66.5130,100.0000,,,
BWA,2011,Education,Male,Core,61.9924,61.0555,98.3765,,,
BWA,2011,Food,Male,Core,59.1190,59.1190,100.0000,,,
BWA,2012,Education,All,Core,66.1896,65.1864,98.3765,,,
BWA,2012,Food,All,Core,62.8857,62.8857,100.0000,,,
BWA,2012,Health,All,HiY,69.5296,67.9802,98.0022,,,
BWA,2012,Health,All,Core,71.6574,69.4562,96.9293,,,
BWA,2012,Housing,All,Core,61.0229,61.0229,100.0000,,,
BWA,2012,QoL,All,Core,64.5857,63.9448,99.0612,,,
BWA,2012,Work,All,Core,61.1729,61.1729,100.0000,,,
BWA,2012,Education,Female,Core,69.2053,68.1356,98.3765,,,
BWA,2012,Food,Female,Core,66.5130,66.5130,100.0000,,,
BWA,2012,Education,Male,Core,63.2190,62.2820,98.3765,,,
BWA,2012,Food,Male,Core,59.1190,59.1190,100.0000,,,
BWA,2013,Education,All,Core,65.8900,64.8868,98.3765,,,
BWA,2013,Food,All,Core,62.8857,62.8857,100.0000,,,
BWA,2013,Health,All,HiY,69.6871,68.2295,98.1861,,,
BWA,2013,Health,All,Core,72.3001,70.1562,97.0482,,,
BWA,2013,Housing,All,Core,61.4357,61.4357,100.0000,,,
BWA,2013,QoL,All,Core,64.7369,64.1075,99.0849,,,
BWA,2013,Work,All,Core,61.1729,61.1729,100.0000,,,
BWA,2013,Education,Female,Core,68.7586,67.6888,98.3765,,,
BWA,2013,Food,Female,Core,66.5130,66.5130,100.0000,,,
BWA,2013,Education,Male,Core,63.0586,62.1217,98.3765,,,
BWA,2013,Food,Male,Core,59.1190,59.1190,100.0000,,,
BWA,2014,Food,All,Core,62.8857,62.8857,100.0000,,,
BWA,2014,Health,All,HiY,70.2012,68.7528,98.2365,,,
BWA,2014,Health,All,Core,72.8889,70.7462,97.0808,,,
BWA,2014,Housing,All,Core,62.9139,62.9139,100.0000,,,
BWA,2014,Work,All,Core,61.1729,61.1729,100.0000,,,
BWA,2014,Food,Female,Core,66.5130,66.5130,100.0000,,,
BWA,2014,Food,Male,Core,59.1190,59.1190,100.0000,,,
BWA,2015,Food,All,HiY,51.2080,48.4270,94.5691,,,
BWA,2015,Food,All,Core,62.8857,62.8857,100.0000,,,
BWA,2015,Health,All,HiY,71.7824,70.2316,98.1004,,,
BWA,2015,Health,All,Core,73.9441,71.7285,96.9928,,,
BWA,2015,Housing,All,Core,65.8490,65.8490,100.0000,,,
BWA,2015,Work,All,Core,57.1126,57.1126,100.0000,,,
BWA,2015,Food,Female,HiY,35.5898,33.3333,93.6597,,,
BWA,2015,Food,Female,Core,66.5130,66.5130,100.0000,,,
BWA,2015,Food,Male,HiY,39.6234,37.1111,93.6597,,,
BWA,2015,Food,Male,Core,59.1190,59.1190,100.0000,,,
BWA,2016,Food,All,HiY,49.6441,47.0787,94.8323,,,
BWA,2016,Food,All,Core,62.8857,62.8857,100.0000,,,
BWA,2016,Health,All,HiY,72.2435,70.7186,98.1601,,,
BWA,2016,Health,All,Core,74.4051,72.2156,97.0525,,,
BWA,2016,Housing,All,Core,66.8753,66.8753,100.0000,,,
BWA,2016,Work,All,Core,57.1126,57.1126,100.0000,,,
BWA,2016,Food,Female,HiY,28.1423,26.4444,93.9670,,,
BWA,2016,Food,Female,Core,66.5130,66.5130,100.0000,,,
BWA,2016,Food,Male,HiY,33.8180,31.7778,93.9670,,,
BWA,2016,Food,Male,Core,59.1190,59.1190,100.0000,,,
BWA,2017,Food,All,HiY,48.1740,45.7303,94.9273,,,
BWA,2017,Food,All,Core,62.8857,62.8857,100.0000,,,
BWA,2017,Health,All,HiY,73.0771,71.5443,98.1816,,,
BWA,2017,Health,All,Core,75.2388,73.0413,97.0740,,,
BWA,2017,Housing,All,Core,68.3496,68.3496,100.0000,,,
BWA,2017,Work,All,Core,57.1126,57.1126,100.0000,,,
BWA,2017,Food,Female,HiY,24.3297,22.8889,94.0780,,,
BWA,2017,Food,Female,Core,66.5130,66.5130,100.0000,,,
BWA,2017,Food,Male,HiY,32.4790,30.5556,94.0780,,,
BWA,2017,Food,Male,Core,59.1190,59.1190,100.0000,,,
BWA,2018,Food,All,HiY,46.7115,44.3820,95.0131,,,
BWA,2018,Health,All,HiY,73.1376,71.6129,98.2011,,,
BWA,2018,Housing,All,Core,69.8605,69.8605,100.0000,,,
BWA,2018,Work,All,Core,57.1126,57.1126,100.0000,,,
BWA,2018,Food,Female,HiY,23.2420,21.8889,94.1781,,,
BWA,2018,Food,Male,HiY,35.3939,33.3333,94.1781,,,
BWA,2019,Food,All,HiY,45.1559,42.9213,95.0514,,,
BWA,2019,Health,All,HiY,73.3554,71.8308,98.2098,,,
BWA,2019,Housing,All,Core,71.4839,71.4839,100.0000,,,
BWA,2019,Work,All,Core,57.1126,57.1126,100.0000,,,
BWA,2019,Food,Female,HiY,25.1178,23.6667,94.2228,,,
BWA,2019,Food,Male,HiY,36.7922,34.6667,94.2228,,,
CAF,2007,Food,All,Core,66.7159,42.3989,63.5514,,,
CAF,2007,Health,All,Core,49.6093,33.2181,62.2262,,,
CAF,2007,Housing,All,Core,40.8034,13.3682,33.1825,,,
CAF,2007,Food,Female,Core,73.5192,46.7225,63.5514,,,
CAF,2007,Food,Male,Core,60.1321,38.2148,63.5514,,,
CAF,2008,Food,All,Core,66.7159,42.3989,63.5514,,,
CAF,2008,Health,All,Core,50.6497,33.9940,62.2770,,,
CAF,2008,Housing,All,Core,39.7240,13.1002,33.3876,,,
CAF,2008,Work,All,Core,55.3737,17.1000,30.8811,,,
CAF,2008,Food,Female,Core,73.5192,46.7225,63.5514,,,
CAF,2008,Food,Male,Core,60.1321,38.2148,63.5514,,,
CAF,2009,Education,All,Core,47.3993,37.2455,66.8893,,,
CAF,2009,Food,All,Core,66.7159,42.3989,63.5514,,,
CAF,2009,Health,All,Core,50.7337,34.8405,63.5722,,,
CAF,2009,Housing,All,Core,33.3877,12.8364,38.6463,,,
CAF,2009,QoL,All,Core,50.7221,28.8843,52.7080,,,
CAF,2009,Work,All,Core,55.3737,17.1000,30.8811,,,
CAF,2009,Education,Female,Core,39.2505,31.3383,66.8893,,,
CAF,2009,Food,Female,Core,73.5192,46.7225,63.5514,,,
CAF,2009,Education,Male,Core,55.5167,43.1210,66.8893,,,
CAF,2009,Food,Male,Core,60.1321,38.2148,63.5514,,,
CAF,2010,Education,All,Core,48.1303,38.2062,67.3003,,,
CAF,2010,Food,All,Core,67.9202,46.4435,68.3796,,,
CAF,2010,Health,All,Core,51.6698,36.4521,66.2996,,,
CAF,2010,Housing,All,Core,30.6290,12.5767,41.1654,,,
CAF,2010,QoL,All,Core,50.7446,30.1557,54.8052,,,
CAF,2010,Work,All,Core,55.3737,17.1000,30.8811,,,
CAF,2010,Education,Female,Core,40.1514,32.4139,67.3003,,,
CAF,2010,Food,Female,Core,73.6312,50.3487,68.3796,,,
CAF,2010,Education,Male,Core,56.0808,43.9693,67.3003,,,
CAF,2010,Food,Male,Core,62.0052,42.3989,68.3796,,,
CAF,2011,Education,All,Core,49.2458,38.8214,69.6634,,,
CAF,2011,Food,All,Core,67.9202,46.4435,68.3796,,,
CAF,2011,Health,All,Core,51.4357,37.0452,67.4038,,,
CAF,2011,Housing,All,Core,28.2748,12.3207,43.5896,,,
CAF,2011,QoL,All,Core,50.4500,30.3462,55.9835,,,
CAF,2011,Work,All,Core,55.3737,17.1000,30.8811,,,
CAF,2011,Education,Female,Core,40.7269,32.8292,69.6634,,,
CAF,2011,Food,Female,Core,73.6312,50.3487,68.3796,,,
CAF,2011,Education,Male,Core,57.7411,44.7892,69.6634,,,
CAF,2011,Food,Male,Core,62.0052,42.3989,68.3796,,,
CAF,2012,Education,All,Core,49.2509,39.9543,71.3929,,,
CAF,2012,Food,All,Core,67.3497,47.8382,71.0296,,,
CAF,2012,Health,All,Core,51.9743,37.9320,68.1534,,,
CAF,2012,Housing,All,Core,25.7853,12.0684,46.7073,,,
CAF,2012,QoL,All,Core,49.9468,30.9786,57.6328,,,
CAF,2012,Work,All,Core,55.3737,17.1000,30.8811,,,
CAF,2012,Education,Female,Core,41.0794,34.1950,71.3929,,,
CAF,2012,Food,Female,Core,71.4732,50.7671,71.0296,,,
CAF,2012,Education,Male,Core,57.3937,45.6874,71.3929,,,
CAF,2012,Food,Male,Core,63.2263,44.9093,71.0296,,,
CAF,2013,Education,All,Core,49.2509,39.9543,71.3929,,,
CAF,2013,Food,All,Core,67.3497,47.8382,71.0296,,,
CAF,2013,Health,All,Core,63.6251,38.9440,58.3564,,,
CAF,2013,Housing,All,Core,81.3588,11.8194,7.9321,,,
CAF,2013,QoL,All,Core,63.3916,31.1312,47.9184,,,
CAF,2013,Work,All,Core,55.3737,17.1000,30.8811,,,
CAF,2013,Education,Female,Core,41.0794,34.1950,71.3929,,,
CAF,2013,Food,Female,Core,71.4732,50.7671,71.0296,,,
CAF,2013,Education,Male,Core,57.3937,45.6874,71.3929,,,
CAF,2013,Food,Male,Core,63.2263,44.9093,71.0296,,,
CAF,2014,Education,All,Core,49.2509,39.9543,71.3929,,,
CAF,2014,Food,All,Core,95.9213,50.2092,52.3442,,,
CAF,2014,Health,All,Core,65.4932,40.0365,58.2760,,,
CAF,2014,Housing,All,Core,81.6538,11.5734,7.6314,,,
CAF,2014,QoL,All,Core,69.5386,31.7747,44.1051,,,
CAF,2014,Work,All,Core,55.3737,17.1000,30.8811,,,
CAF,2014,Education,Female,Core,41.0794,34.1950,71.3929,,,
CAF,2014,Food,Female,Core,100.0000,55.0907,52.3442,,,
CAF,2014,Education,Male,Core,57.3937,45.6874,71.3929,,,
CAF,2014,Food,Male,Core,87.3950,45.7462,52.3442,,,
CAF,2015,Education,All,Core,49.2509,39.9543,71.3929,,,
CAF,2015,Food,All,HiY,100.0000,8.6517,5.1317,,,
CAF,2015,Food,All,Core,95.9213,50.2092,52.3442,,,
CAF,2015,Health,All,Core,65.9406,41.1594,59.2761,,,
CAF,2015,Housing,All,Core,73.6065,11.3304,11.3907,,,
CAF,2015,QoL,All,Core,68.0186,31.9506,45.0570,,,
CAF,2015,Work,All,Core,55.3737,17.1000,30.8811,,,
CAF,2015,Education,Female,Core,41.0794,34.1950,71.3929,,,
CAF,2015,Food,Female,Core,100.0000,55.0907,52.3442,,,
CAF,2015,Education,Male,Core,57.3937,45.6874,71.3929,,,
CAF,2015,Food,Male,Core,87.3950,45.7462,52.3442,,,
CAF,2016,Education,All,Core,49.2509,39.9543,71.3929,,,
CAF,2016,Food,All,HiY,100.0000,8.6517,8.5367,,,
CAF,2016,Food,All,Core,95.9213,50.2092,52.3442,,,
CAF,2016,Health,All,Core,66.4672,42.3224,60.2447,,,
CAF,2016,Housing,All,Core,68.7776,11.0901,15.0735,,,
CAF,2016,QoL,All,Core,67.1581,32.1352,45.9873,,,
CAF,2016,Work,All,Core,55.3737,17.1000,30.8811,,,
CAF,2016,Education,Female,Core,41.0794,34.1950,71.3929,,,
CAF,2016,Food,Female,Core,100.0000,55.0907,52.3442,,,
CAF,2016,Education,Male,Core,57.3937,45.6874,71.3929,,,
CAF,2016,Food,Male,Core,87.3950,45.7462,52.3442,,,
CAF,2017,Education,All,Core,59.5769,39.5077,59.9665,,,
CAF,2017,Food,All,HiY,76.0713,8.6517,11.3731,,,
CAF,2017,Food,All,Core,95.9213,50.2092,52.3442,,,
